Temperature,Site,Specices,Collection_date,Dev_stage,Mass (g) (dry weight),% Moisture,% Lipid,Acetochlor ,Atrazine,Azoxystrobin ,Clothianidin ,Carbendazim ,Cyfluthrin (all isomers),Cyproconazole ,Bifenthrin ,Desthiopro,Dithiopyr ,Flufenacet ,Fluoxastrobin ,Fluxapyroxad ,Ipconazole ,Metolachlor (R and S),Metconazole ,Pendimethalin ,Pentachloroanisole,Propiconazole,Pyraclostrobin ,Tebuconazole ,Penoxsulam ,ppDDD  ,ppDDE ,ppDDT ,Tetraconazole ,Thiabendazole ,ThiamethoxamD
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0449,82.43,6.68,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,6.4,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0405,82.11,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,5.4,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0305,81.32,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0515,80.37,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,4.5,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0406,79.9,4.93,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,6.9,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0507,81.85,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,6,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0407,84.67,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,6.7,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0501,79.16,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,4.3,NA,NA,NA,
29.35,Npond,Native Tadpole,6/14/2022,ND,0.0446,77.92,2.24,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0641,4.8,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,4.3,6.3,,NA,,NA,,3.2,NA,NA,3.6,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0888,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,6.1,6,,NA,,NA,,2.7,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0685,3.81,4.38,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,13,14.5,,NA,,NA,,4.1,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0594,9.35,1.68,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,19.5,34,,NA,,NA,,8.2,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0328,9.04,3.05,NA,38.5,NA,11.9,NA,NA,NA,NA,12.2,NA,NA,,NA,112.7,123.8,,NA,,NA,,42.6,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0562,7.46,3.56,NA,9.3,NA,3.6,NA,NA,NA,NA,NA,NA,NA,,NA,29,37.7,,NA,,NA,,11.3,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0799,6.41,2.5,NA,11.6,NA,3,NA,NA,NA,NA,2.4,NA,NA,,NA,34.3,44.3,,NA,,NA,,10.8,NA,NA,NA,NA,NA,NA,
23.82,ENREC 2,Native Tadpole,6/15/2022,ND,0.0525,4.41,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,6.3,9.2,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
10.62,Npond,Native Tadpole,5/25/2023,ND,0.0345,8.47,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
10.62,Npond,Native Tadpole,5/25/2023,ND,0.1455,56.37,1.37,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,2.2,NA,NA,NA,
10.62,Npond,Native Tadpole,5/25/2023,ND,0.2816,42.07,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
10.62,Npond,Native Tadpole,5/25/2023,ND,0.4724,28.82,0.42,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p31,0.0123,83.6,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,140.6,NA,,NA,,NA,,85.5,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0053,87.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,180.4,NA,,NA,,NA,,72.6,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0052,88.96,19.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,91,NA,,NA,,NA,,37.8,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0101,86.09,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,142.2,NA,,NA,,NA,,70,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.008,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,102.7,NA,,NA,,NA,,60.4,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.011,84.26,54.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,120,NA,,NA,,NA,,70.9,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0108,83.23,37.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,115.8,NA,,NA,,NA,,57.2,NA,NA,37.1,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0096,83.7,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,115,NA,,NA,,NA,,80.7,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0111,86.89,36.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,122,NA,,NA,,19.9,,62.9,NA,NA,NA,NA,NA,NA,
25.4,ENREC 2,Native Tadpole,6/22/2023,p27,0.0115,81.89,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,93.2,NA,,NA,,NA,,60.4,NA,NA,NA,NA,NA,NA,
25.4,Npond,Native Tadpole,5/24/2024,27-30,0.0046,96.2,86.96,NA,NA,NA,NA,NA,101.3,NA,NA,NA,NA,NA,,NA,66.8,NA,,NA,,NA,,NA,NA,NA,72.2,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.0064,91.28,78.12,NA,NA,NA,NA,NA,84.1,NA,NA,NA,NA,NA,,NA,57.9,NA,,NA,,NA,,NA,NA,NA,53.9,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.006,90.74,33.33,NA,NA,NA,NA,NA,105.5,NA,NA,NA,NA,NA,,NA,53.2,NA,,NA,,NA,,NA,NA,NA,53.2,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.0064,88.45,93.75,NA,NA,NA,NA,NA,189.8,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,76.1,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.0065,91.37,92.31,NA,NA,NA,NA,NA,195.6,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,44.2,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.0077,88.23,38.96,NA,NA,NA,NA,NA,123.1,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,58.2,NA,NA,NA,
18.86,Npond,Native Tadpole,5/24/2024,27-30,0.0079,89.25,12.66,NA,NA,NA,NA,NA,127.3,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,36.2,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,37,0.0458,90.39,2.18,NA,19,NA,NA,NA,NA,NA,NA,26.7,15.8,NA,,NA,75.6,31.2,,NA,,NA,,28.2,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,37,0.059,88.78,5.08,NA,13.5,NA,NA,NA,NA,NA,NA,18,NA,NA,,NA,66.1,21.2,,NA,,NA,,18.2,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,38,0.0577,90.04,6.93,NA,17,NA,NA,NA,NA,NA,NA,18.9,NA,NA,,NA,63.7,36.3,,NA,,NA,,17.5,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,36,0.0392,86.08,NA,NA,9,NA,NA,NA,NA,NA,NA,19.6,NA,NA,,NA,53,19.7,,NA,,NA,,14.6,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,35,0.0214,91.74,NA,NA,10.2,NA,NA,NA,NA,NA,NA,29,NA,NA,,NA,41.7,26.8,,NA,,NA,,13,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,37,0.0453,90.83,2.21,NA,8.7,NA,NA,NA,NA,NA,NA,10.2,22.6,NA,,NA,45,14,,NA,,NA,,12.9,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,30,0.0223,89.03,NA,NA,13.3,NA,NA,NA,NA,NA,NA,18,42.3,NA,,NA,59.1,25,,NA,,NA,,21.3,NA,NA,10.3,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,30,0.0341,87.87,NA,NA,10.4,NA,NA,NA,NA,NA,NA,6.9,26,NA,,NA,51,24.4,,NA,,NA,,17.1,NA,NA,NA,NA,NA,NA,
22.03,ENREC 2,Native Tadpole,6/6/2024,34,0.0377,87.83,2.65,NA,10,NA,NA,NA,NA,NA,NA,18.1,NA,NA,,NA,63.3,20.5,,NA,,NA,,19.1,NA,NA,7.4,NA,NA,NA,
22.03,Kpond,Native Tadpole,6/6/2024,p27,0.0289,96.16,10.38,NA,35.2,NA,32.2,NA,36.7,NA,NA,44.8,NA,NA,,NA,123.4,134.2,,NA,,NA,,48.8,NA,NA,NA,NA,NA,NA,
22.03,Kpond,Native Tadpole,6/6/2024,p27,0.0213,95.57,4.69,NA,30.9,NA,17.8,NA,67.9,NA,NA,36.7,NA,NA,,NA,122.1,99.4,,NA,,NA,,38.4,NA,NA,NA,NA,NA,NA,
22.03,Kpond,Native Tadpole,6/6/2024,37,0.0384,92.55,15.62,NA,22.3,NA,NA,NA,43,NA,NA,32.4,NA,NA,,NA,44.1,52.9,,NA,,NA,,13.8,NA,NA,NA,NA,NA,NA,
22.03,Kpond,Native Tadpole,6/6/2024,39,0.0347,91.69,17.29,NA,27.1,NA,8.6,NA,50.4,NA,NA,22.1,NA,NA,,NA,38.7,68.2,,NA,,NA,,10.7,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,p27,0.0359,94.75,11.14,NA,32.7,NA,15.2,NA,40.6,NA,NA,50.2,NA,NA,,NA,140.9,92.8,,NA,,NA,,58.2,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,p27,0.0553,92.28,3.62,NA,12.3,NA,15,NA,30.3,NA,NA,36.6,NA,NA,,NA,37,48.7,,NA,,NA,,21.6,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,26,0.0233,94.86,8.58,NA,24.2,NA,20.7,NA,66.9,NA,NA,40.4,NA,NA,,NA,103,64.3,,NA,,NA,,35.3,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,37,0.0431,91.79,4.64,NA,15.5,NA,NA,NA,29.3,NA,NA,29.8,NA,NA,,NA,46.6,19.6,,NA,,NA,,11,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,26,0.0202,95.69,19.8,NA,32.1,NA,26.6,NA,67.8,NA,NA,47.4,NA,NA,,NA,130.1,103.4,,NA,,NA,,34.8,NA,NA,NA,NA,NA,NA,
20.66,Kpond,Native Tadpole,6/6/2024,30,0.0399,94.67,10.03,NA,33.2,NA,23.3,NA,45.6,NA,NA,62.2,NA,NA,,NA,139.4,87.8,,NA,,NA,,38.8,NA,NA,NA,NA,NA,NA,
20.08,Zpond,Native Tadpole,5/30/2024,p27,0.0081,94.81,37.04,NA,NA,NA,NA,NA,200.8,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
20.08,Zpond,Native Tadpole,5/30/2024,p27,0.0041,94.38,97.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
20.08,Zpond,Native Tadpole,5/30/2024,p27,0.0091,92.92,54.95,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,p27,0.002,94.9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,p27,0.013,89.89,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,30,0.0221,84.18,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,30,0.0075,90.55,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,30,0.0035,94.78,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
18.86,NGpond,Native Tadpole,5/24/2024,33,0.0066,91.22,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,
